,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
35681,INN35682,1,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,8,31,Online,0,0,0,94.2,0,Not_Canceled
2007,INN02008,1,0,1,2,Meal Plan 1,0,Room_Type 1,30,2018,2,12,Online,0,0,0,68.7,0,Canceled
31676,INN31677,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
26483,INN26484,3,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,15,Online,0,0,0,205.0,2,Not_Canceled
34941,INN34942,2,0,1,0,Not Selected,0,Room_Type 1,18,2018,9,26,Online,0,0,0,129.0,1,Canceled
5723,INN05724,2,0,2,1,Not Selected,0,Room_Type 1,46,2018,12,25,Online,0,0,0,79.2,0,Not_Canceled
25790,INN25791,1,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,10,20,Online,0,0,0,90.9,0,Canceled
25464,INN25465,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,4,18,Online,0,0,0,85.5,0,Canceled
6644,INN06645,2,0,1,5,Meal Plan 1,0,Room_Type 2,75,2017,10,20,Offline,0,0,0,67.83,0,Not_Canceled
22972,INN22973,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2018,9,18,Online,0,0,0,135.9,2,Canceled
29598,INN29599,2,2,2,3,Meal Plan 1,0,Room_Type 6,37,2018,6,10,Online,0,0,0,211.5,0,Canceled
26216,INN26217,1,0,1,1,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Corporate,0,0,0,95.0,0,Not_Canceled
24662,INN24663,1,0,2,4,Meal Plan 2,0,Room_Type 1,327,2017,9,9,Offline,0,0,0,76.0,0,Not_Canceled
3578,INN03579,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
28784,INN28785,3,0,0,2,Meal Plan 1,0,Room_Type 4,94,2018,7,13,Online,0,0,0,137.7,2,Not_Canceled
16033,INN16034,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,9,29,Online,0,0,0,195.7,0,Not_Canceled
12182,INN12183,2,1,2,1,Meal Plan 1,0,Room_Type 1,87,2018,12,17,Offline,0,0,0,90.0,0,Not_Canceled
2440,INN02441,3,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,8,30,Online,0,0,0,175.0,2,Not_Canceled
30013,INN30014,2,1,2,6,Meal Plan 1,0,Room_Type 6,33,2018,11,19,Online,0,0,0,147.9,2,Canceled
19700,INN19701,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,12,24,Online,0,0,0,88.4,2,Not_Canceled
6541,INN06542,1,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,91.0,0,Not_Canceled
18858,INN18859,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
27940,INN27941,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,6,23,Online,0,0,0,97.0,1,Not_Canceled
6308,INN06309,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,6,3,Online,0,0,0,141.0,1,Not_Canceled
27062,INN27063,1,0,0,1,Meal Plan 1,0,Room_Type 1,50,2018,4,2,Online,0,0,0,85.5,0,Not_Canceled
13473,INN13474,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,90.0,0,Not_Canceled
27793,INN27794,2,0,2,2,Meal Plan 1,0,Room_Type 1,121,2018,7,3,Online,0,0,0,107.95,0,Canceled
31268,INN31269,2,0,1,3,Meal Plan 1,0,Room_Type 1,230,2018,12,12,Online,0,0,0,82.95,1,Not_Canceled
24979,INN24980,2,1,2,5,Meal Plan 1,0,Room_Type 1,150,2018,9,18,Online,0,0,0,91.12,0,Not_Canceled
14583,INN14584,2,0,2,1,Meal Plan 1,1,Room_Type 1,64,2018,6,19,Online,0,0,0,117.9,1,Not_Canceled
1070,INN01071,2,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,10,3,Offline,0,0,0,95.0,0,Not_Canceled
24594,INN24595,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,1,6,Offline,0,0,0,45.0,1,Not_Canceled
2459,INN02460,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2017,10,8,Online,0,0,0,103.05,3,Not_Canceled
26980,INN26981,2,0,2,3,Meal Plan 1,0,Room_Type 1,61,2018,11,19,Offline,0,0,0,68.0,1,Not_Canceled
19739,INN19740,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,2,19,Online,0,0,0,130.0,1,Not_Canceled
19569,INN19570,2,0,1,3,Meal Plan 1,0,Room_Type 1,50,2018,9,8,Online,0,0,0,135.9,1,Canceled
21307,INN21308,2,0,0,2,Not Selected,0,Room_Type 1,24,2018,8,4,Online,0,0,0,139.0,2,Not_Canceled
4248,INN04249,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled
18288,INN18289,2,0,2,2,Meal Plan 1,0,Room_Type 1,155,2018,11,25,Online,0,0,0,85.0,1,Canceled
30313,INN30314,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,12,25,Offline,0,0,0,58.0,0,Not_Canceled
34496,INN34497,2,0,0,2,Meal Plan 2,0,Room_Type 1,104,2017,10,6,Offline,0,0,0,114.0,1,Canceled
14715,INN14716,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,4,20,Corporate,1,1,1,110.0,0,Not_Canceled
11097,INN11098,2,0,1,1,Meal Plan 1,0,Room_Type 1,134,2018,10,8,Online,0,0,0,118.8,0,Canceled
29657,INN29658,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
32205,INN32206,1,0,1,5,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,85.0,0,Not_Canceled
21942,INN21943,3,0,0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,12,Online,0,0,0,130.05,0,Canceled
1709,INN01710,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
586,INN00587,2,0,2,2,Meal Plan 2,0,Room_Type 4,67,2017,9,6,Complementary,0,0,0,29.0,1,Not_Canceled
32724,INN32725,2,0,1,3,Meal Plan 1,0,Room_Type 1,107,2018,5,5,Online,0,0,0,81.76,1,Not_Canceled
36134,INN36135,2,0,1,1,Meal Plan 1,1,Room_Type 2,42,2017,12,28,Online,0,0,0,100.5,0,Not_Canceled
15728,INN15729,2,0,0,4,Not Selected,0,Room_Type 1,61,2018,11,16,Online,0,0,0,74.8,0,Canceled
33617,INN33618,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
5179,INN05180,3,2,0,2,Meal Plan 1,0,Room_Type 2,137,2018,8,30,Online,0,0,0,93.7,1,Not_Canceled
4024,INN04025,2,0,1,3,Not Selected,0,Room_Type 1,84,2018,10,31,Online,0,0,0,79.43,2,Not_Canceled
17498,INN17499,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0,Canceled
8332,INN08333,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,3,Online,0,0,0,79.0,0,Not_Canceled
4536,INN04537,2,0,0,3,Meal Plan 1,0,Room_Type 1,25,2018,10,18,Offline,0,0,0,85.0,1,Not_Canceled
10049,INN10050,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,2,Online,0,0,0,139.0,0,Not_Canceled
2421,INN02422,2,0,2,9,Meal Plan 1,0,Room_Type 1,72,2017,12,23,Offline,0,0,0,58.91,1,Not_Canceled
10674,INN10675,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled
7220,INN07221,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,4,5,Online,0,0,0,95.0,0,Canceled
25960,INN25961,2,0,2,3,Meal Plan 1,0,Room_Type 1,45,2018,4,24,Online,0,0,0,99.79,0,Not_Canceled
30113,INN30114,3,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,6,27,Offline,0,0,0,96.9,0,Not_Canceled
8847,INN08848,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,11,10,Complementary,0,0,0,0.0,0,Not_Canceled
33964,INN33965,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
35294,INN35295,2,0,1,1,Meal Plan 1,0,Room_Type 1,71,2018,11,12,Complementary,0,0,0,0.0,1,Not_Canceled
926,INN00927,2,0,1,0,Not Selected,0,Room_Type 1,28,2018,10,3,Online,0,0,0,126.0,0,Canceled
3385,INN03386,2,0,1,2,Meal Plan 1,0,Room_Type 2,122,2018,7,25,Online,0,0,0,97.54,0,Canceled
4762,INN04763,2,0,1,1,Not Selected,0,Room_Type 1,145,2018,8,1,Online,0,0,0,94.5,0,Not_Canceled
9494,INN09495,1,0,1,1,Not Selected,0,Room_Type 1,13,2018,11,7,Online,0,0,0,134.75,1,Not_Canceled
11087,INN11088,2,0,2,0,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,70.0,0,Not_Canceled
19322,INN19323,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2017,11,20,Online,0,0,0,81.9,2,Not_Canceled
28000,INN28001,2,0,0,5,Meal Plan 1,0,Room_Type 1,43,2018,1,19,Online,0,0,0,77.69,1,Not_Canceled
4221,INN04222,2,0,1,5,Not Selected,0,Room_Type 1,277,2018,10,18,Online,0,0,0,82.17,2,Not_Canceled
2829,INN02830,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,29,Online,0,0,0,93.09,1,Canceled
21501,INN21502,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,120.0,0,Not_Canceled
5502,INN05503,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,0,0,0,88.4,0,Not_Canceled
848,INN00849,2,1,0,1,Meal Plan 1,0,Room_Type 1,3,2017,8,20,Online,1,0,1,106.0,3,Not_Canceled
22730,INN22731,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,62.5,0,Not_Canceled
20180,INN20181,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
31474,INN31475,2,0,1,5,Meal Plan 1,0,Room_Type 1,253,2018,12,13,Online,0,0,0,73.95,2,Not_Canceled
11092,INN11093,2,0,0,3,Not Selected,0,Room_Type 1,50,2018,6,21,Online,0,0,0,89.1,0,Canceled
34327,INN34328,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,3,10,Online,0,0,0,63.75,1,Not_Canceled
16092,INN16093,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
10502,INN10503,3,0,0,4,Meal Plan 1,0,Room_Type 4,22,2018,11,16,Online,0,0,0,130.9,3,Not_Canceled
35205,INN35206,2,0,2,0,Meal Plan 1,0,Room_Type 5,36,2018,5,22,Offline,0,0,0,130.32,0,Not_Canceled
9537,INN09538,2,0,0,1,Meal Plan 1,0,Room_Type 1,50,2018,5,21,Online,0,0,0,126.9,0,Canceled
20953,INN20954,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
19078,INN19079,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
3760,INN03761,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,124.0,0,Not_Canceled
10808,INN10809,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,1,Offline,0,0,0,56.0,0,Not_Canceled
2672,INN02673,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95.0,0,Canceled
1934,INN01935,2,0,0,3,Meal Plan 1,0,Room_Type 1,38,2017,12,31,Offline,0,0,0,118.0,1,Not_Canceled
31446,INN31447,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,6,17,Online,0,0,0,129.0,0,Not_Canceled
1723,INN01724,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,12,Online,0,0,0,119.0,0,Not_Canceled
28021,INN28022,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
34932,INN34933,1,0,1,0,Not Selected,0,Room_Type 1,8,2018,9,11,Online,0,0,0,129.0,0,Not_Canceled
35747,INN35748,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,7,8,Offline,0,0,0,81.25,2,Not_Canceled
32910,INN32911,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,6,23,Online,0,0,0,91.0,0,Not_Canceled
11964,INN11965,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
9090,INN09091,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,11,7,Corporate,1,0,1,75.0,0,Not_Canceled
12766,INN12767,2,0,0,2,Meal Plan 1,0,Room_Type 4,144,2018,5,6,Online,0,0,0,114.3,1,Canceled
2257,INN02258,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,Online,0,0,0,118.15,0,Canceled
30029,INN30030,2,0,0,3,Meal Plan 1,0,Room_Type 1,29,2017,12,31,Offline,0,0,0,115.0,1,Not_Canceled
35619,INN35620,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
3763,INN03764,2,1,2,3,Meal Plan 1,0,Room_Type 6,7,2018,9,9,Online,0,0,0,237.0,2,Not_Canceled
32701,INN32702,1,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,7,24,Online,0,0,0,163.5,0,Not_Canceled
8161,INN08162,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,Canceled
17433,INN17434,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,12,11,Offline,0,0,0,63.0,1,Not_Canceled
10217,INN10218,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,72.0,0,Canceled
14948,INN14949,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
8036,INN08037,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,7,29,Online,0,0,0,101.0,1,Not_Canceled
25520,INN25521,2,0,0,2,Meal Plan 1,0,Room_Type 4,75,2018,5,26,Online,0,0,0,140.4,0,Canceled
24833,INN24834,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
3079,INN03080,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,12,16,Online,0,0,0,88.0,0,Not_Canceled
1788,INN01789,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,3,31,Online,0,0,0,90.9,1,Canceled
478,INN00479,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled
1587,INN01588,2,0,1,2,Meal Plan 1,0,Room_Type 1,12,2017,9,21,Online,0,0,0,124.0,2,Not_Canceled
16111,INN16112,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,6,6,Offline,0,0,0,120.0,1,Not_Canceled
15844,INN15845,2,0,1,3,Meal Plan 2,0,Room_Type 1,282,2018,12,29,Online,0,0,0,115.6,0,Not_Canceled
35266,INN35267,1,1,0,2,Meal Plan 1,0,Room_Type 1,79,2018,12,30,Offline,0,0,0,160.78,1,Not_Canceled
29716,INN29717,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2017,10,4,Online,0,0,0,105.0,2,Not_Canceled
16307,INN16308,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
5956,INN05957,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
30359,INN30360,2,0,2,3,Not Selected,0,Room_Type 1,71,2018,3,12,Online,0,0,0,45.9,0,Not_Canceled
10987,INN10988,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,1,7,Online,0,0,0,96.0,1,Not_Canceled
26692,INN26693,3,0,0,4,Not Selected,0,Room_Type 1,92,2018,3,30,Online,0,0,0,78.54,1,Not_Canceled
4174,INN04175,2,0,0,1,Not Selected,0,Room_Type 1,81,2018,8,16,Online,0,0,0,125.1,2,Not_Canceled
15895,INN15896,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,8,21,Offline,0,0,0,82.45,1,Not_Canceled
8600,INN08601,1,0,2,7,Meal Plan 1,0,Room_Type 1,111,2018,2,23,Offline,0,0,0,60.0,0,Canceled
32708,INN32709,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
17091,INN17092,1,0,0,1,Meal Plan 1,0,Room_Type 1,81,2018,6,23,Online,0,0,0,90.9,0,Canceled
14070,INN14071,2,0,0,1,Meal Plan 1,0,Room_Type 1,218,2018,8,6,Online,0,0,0,96.3,1,Canceled
14963,INN14964,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled
11439,INN11440,2,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,3,5,Offline,0,0,0,60.0,0,Not_Canceled
30229,INN30230,2,0,2,2,Meal Plan 1,0,Room_Type 1,55,2018,3,19,Online,0,0,0,93.5,1,Not_Canceled
7993,INN07994,2,0,2,5,Not Selected,0,Room_Type 1,212,2018,10,1,Online,0,0,0,92.65,2,Not_Canceled
28615,INN28616,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70.0,0,Not_Canceled
21277,INN21278,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,2,Offline,0,0,0,67.0,0,Not_Canceled
11768,INN11769,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled
13050,INN13051,2,0,0,3,Meal Plan 1,0,Room_Type 4,39,2018,5,17,Online,0,0,0,140.4,1,Not_Canceled
7841,INN07842,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,4,15,Online,0,0,0,90.9,0,Not_Canceled
26416,INN26417,1,0,2,5,Meal Plan 1,0,Room_Type 1,14,2018,12,6,Online,0,0,0,90.1,0,Not_Canceled
22796,INN22797,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,5,19,Online,0,0,0,126.9,1,Not_Canceled
26657,INN26658,3,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,125.0,0,Canceled
21153,INN21154,2,0,2,3,Meal Plan 2,0,Room_Type 1,68,2018,9,3,Offline,0,0,0,106.75,0,Not_Canceled
10125,INN10126,1,0,1,3,Meal Plan 1,0,Room_Type 1,79,2018,4,7,Online,0,0,0,80.75,0,Canceled
24821,INN24822,2,1,0,4,Meal Plan 1,0,Room_Type 1,44,2018,11,1,Online,0,0,0,107.1,0,Canceled
12188,INN12189,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
2871,INN02872,2,0,0,4,Not Selected,0,Room_Type 1,10,2018,11,1,Online,0,0,0,102.0,0,Canceled
7361,INN07362,2,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,87.0,0,Not_Canceled
12572,INN12573,2,0,0,4,Meal Plan 1,0,Room_Type 1,245,2018,9,28,Offline,0,0,0,80.75,0,Not_Canceled
3606,INN03607,2,0,2,1,Meal Plan 1,0,Room_Type 1,7,2018,4,10,Online,0,0,0,88.27,0,Not_Canceled
3561,INN03562,2,0,2,3,Not Selected,0,Room_Type 1,277,2018,10,20,Online,0,0,0,84.15,0,Canceled
4260,INN04261,1,0,0,2,Meal Plan 1,0,Room_Type 4,12,2018,6,29,Online,0,0,0,151.0,2,Not_Canceled
9702,INN09703,3,0,1,1,Meal Plan 1,0,Room_Type 4,53,2018,7,9,Online,0,0,0,148.5,0,Canceled
4420,INN04421,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,Canceled
29995,INN29996,2,0,0,3,Meal Plan 1,0,Room_Type 1,91,2018,5,11,Offline,0,0,0,75.0,0,Not_Canceled
14267,INN14268,1,0,1,0,Not Selected,0,Room_Type 5,3,2018,9,26,Online,0,0,0,195.0,0,Not_Canceled
32750,INN32751,2,1,0,5,Meal Plan 1,0,Room_Type 1,53,2018,6,28,Online,0,0,0,135.9,2,Not_Canceled
17769,INN17770,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
21443,INN21444,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117.0,1,Canceled
35040,INN35041,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
12321,INN12322,2,0,0,2,Not Selected,0,Room_Type 1,140,2018,8,12,Online,0,0,0,103.5,1,Not_Canceled
24315,INN24316,2,0,0,4,Meal Plan 1,0,Room_Type 1,79,2018,11,30,Online,0,0,0,88.4,2,Canceled
19920,INN19921,2,0,0,2,Meal Plan 1,0,Room_Type 4,22,2018,12,14,Online,1,0,1,114.0,1,Not_Canceled
23966,INN23967,2,0,0,1,Not Selected,0,Room_Type 1,58,2018,9,8,Online,0,0,0,125.1,0,Canceled
32019,INN32020,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Corporate,0,0,0,65.0,0,Not_Canceled
27209,INN27210,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2018,10,6,Online,0,0,0,91.48,2,Not_Canceled
21221,INN21222,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,2018,4,10,Offline,0,0,0,80.75,0,Not_Canceled
29957,INN29958,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2018,4,1,Online,0,0,0,103.28,0,Not_Canceled
17646,INN17647,2,0,0,1,Meal Plan 1,0,Room_Type 1,38,2018,11,4,Online,0,0,0,108.0,1,Not_Canceled
24233,INN24234,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,4,13,Online,0,0,0,116.0,0,Not_Canceled
12807,INN12808,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,8,31,Corporate,0,0,0,95.5,0,Not_Canceled
20489,INN20490,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,Canceled
21188,INN21189,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,2,25,Corporate,0,0,0,80.0,0,Not_Canceled
33860,INN33861,1,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,11,6,Online,0,0,0,81.0,1,Not_Canceled
20960,INN20961,3,0,0,2,Meal Plan 1,0,Room_Type 4,58,2018,5,13,Online,0,0,0,159.3,3,Not_Canceled
365,INN00366,3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2018,2,22,Online,0,0,0,78.85,1,Not_Canceled
4316,INN04317,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
16841,INN16842,2,0,0,3,Not Selected,0,Room_Type 1,9,2018,12,28,Online,0,0,0,109.33,1,Not_Canceled
25182,INN25183,2,0,0,2,Meal Plan 1,0,Room_Type 4,18,2018,9,15,Online,0,0,0,174.0,0,Canceled
34403,INN34404,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,2017,9,22,Online,0,0,0,136.0,0,Not_Canceled
29675,INN29676,1,0,0,3,Meal Plan 1,0,Room_Type 1,96,2018,11,16,Online,0,0,0,84.6,0,Not_Canceled
6612,INN06613,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,2017,9,5,Online,0,0,0,69.49,1,Not_Canceled
33424,INN33425,2,0,1,2,Meal Plan 1,0,Room_Type 1,30,2017,10,16,Online,0,0,0,102.0,2,Not_Canceled
15399,INN15400,3,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,4,29,Online,0,0,0,159.3,2,Not_Canceled
21918,INN21919,2,0,0,1,Not Selected,0,Room_Type 1,46,2018,8,17,Online,0,0,0,125.1,2,Not_Canceled
10720,INN10721,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,7,24,Online,0,0,0,131.0,0,Not_Canceled
7239,INN07240,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,2,10,Online,0,0,0,106.0,2,Not_Canceled
33417,INN33418,2,0,2,2,Meal Plan 1,0,Room_Type 1,138,2018,7,2,Online,0,0,0,71.67,1,Not_Canceled
35172,INN35173,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
14433,INN14434,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,11,18,Online,0,0,0,93.6,0,Canceled
11609,INN11610,2,0,2,5,Meal Plan 1,0,Room_Type 1,170,2018,8,10,Offline,0,0,0,72.25,0,Not_Canceled
25285,INN25286,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled
6028,INN06029,2,0,1,2,Meal Plan 2,0,Room_Type 1,116,2017,9,18,Online,0,0,0,96.05,0,Canceled
28586,INN28587,1,0,0,1,Not Selected,0,Room_Type 1,7,2018,1,26,Online,0,0,0,66.7,0,Not_Canceled
29768,INN29769,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,2,Corporate,0,0,0,65.0,0,Not_Canceled
11849,INN11850,2,0,0,1,Not Selected,0,Room_Type 1,261,2018,12,10,Online,0,0,0,67.5,0,Canceled
25514,INN25515,2,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,109.0,1,Not_Canceled
25310,INN25311,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0,Not_Canceled
16983,INN16984,2,0,1,3,Not Selected,0,Room_Type 1,107,2018,9,5,Online,0,0,0,118.8,1,Canceled
22027,INN22028,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled
7117,INN07118,2,0,1,2,Meal Plan 1,0,Room_Type 4,140,2018,9,12,Online,0,0,0,110.19,3,Not_Canceled
1472,INN01473,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,10,18,Corporate,0,0,0,65.0,0,Not_Canceled
15342,INN15343,2,0,2,5,Meal Plan 1,1,Room_Type 1,102,2018,7,23,Online,0,0,0,114.3,1,Not_Canceled
16134,INN16135,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
1216,INN01217,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Online,0,0,0,70.0,0,Canceled
35567,INN35568,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
